_id,YEAR,REGION,AREA,TYPE_EXPENSE,VALUE,UNIT,SOURCE
1049,2562,ทั่วราชอาณาจักร,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,157,บาท,สำนักงานสถิติแห่งชาติ
1050,2562,ทั่วราชอาณาจักร,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2135,บาท,สำนักงานสถิติแห่งชาติ
1051,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,30778,บาท,สำนักงานสถิติแห่งชาติ
1052,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,26156,บาท,สำนักงานสถิติแห่งชาติ
1053,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),8646,บาท,สำนักงานสถิติแห่งชาติ
1054,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,เครื่องดื่มที่มีแอลกอฮอล์,158,บาท,สำนักงานสถิติแห่งชาติ
1055,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,105,บาท,สำนักงานสถิติแห่งชาติ
1056,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,6980,บาท,สำนักงานสถิติแห่งชาติ
1057,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,เครื่องนุ่งห่มและรองเท้า,722,บาท,สำนักงานสถิติแห่งชาติ
1058,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ค่าใช้จ่ายส่วนบุคคล,1218,บาท,สำนักงานสถิติแห่งชาติ
1059,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,415,บาท,สำนักงานสถิติแห่งชาติ
1060,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,การเดินทางและการสื่อสาร,6788,บาท,สำนักงานสถิติแห่งชาติ
1061,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,การศึกษา,707,บาท,สำนักงานสถิติแห่งชาติ
1062,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,การบันเทิง การอ่านและกิจกรรมทางศาสนา,377,บาท,สำนักงานสถิติแห่งชาติ
1063,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,การจัดงานพิธีในโอกาสพิเศษ,39,บาท,สำนักงานสถิติแห่งชาติ
1064,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4622,บาท,สำนักงานสถิติแห่งชาติ
1065,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,31357,บาท,สำนักงานสถิติแห่งชาติ
1066,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,26592,บาท,สำนักงานสถิติแห่งชาติ
1067,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),8635,บาท,สำนักงานสถิติแห่งชาติ
1068,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,154,บาท,สำนักงานสถิติแห่งชาติ
1069,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,100,บาท,สำนักงานสถิติแห่งชาติ
1070,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,7206,บาท,สำนักงานสถิติแห่งชาติ
1071,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,762,บาท,สำนักงานสถิติแห่งชาติ
1072,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,1256,บาท,สำนักงานสถิติแห่งชาติ
1073,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,432,บาท,สำนักงานสถิติแห่งชาติ
1074,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,การเดินทางและการสื่อสาร,6904,บาท,สำนักงานสถิติแห่งชาติ
1075,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,การศึกษา,728,บาท,สำนักงานสถิติแห่งชาติ
1076,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,387,บาท,สำนักงานสถิติแห่งชาติ
1077,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,28,บาท,สำนักงานสถิติแห่งชาติ
1078,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,4765,บาท,สำนักงานสถิติแห่งชาติ
1079,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,27753,บาท,สำนักงานสถิติแห่งชาติ
1080,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,23877,บาท,สำนักงานสถิติแห่งชาติ
1081,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),8704,บาท,สำนักงานสถิติแห่งชาติ
1082,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,180,บาท,สำนักงานสถิติแห่งชาติ
1083,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,130,บาท,สำนักงานสถิติแห่งชาติ
1084,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,5804,บาท,สำนักงานสถิติแห่งชาติ
1085,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,509,บาท,สำนักงานสถิติแห่งชาติ
1086,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,1018,บาท,สำนักงานสถิติแห่งชาติ
1087,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,324,บาท,สำนักงานสถิติแห่งชาติ
1088,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,6185,บาท,สำนักงานสถิติแห่งชาติ
1089,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,การศึกษา,596,บาท,สำนักงานสถิติแห่งชาติ
1090,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,329,บาท,สำนักงานสถิติแห่งชาติ
1091,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,97,บาท,สำนักงานสถิติแห่งชาติ
1092,2562,กรุงเทพมหานคร นนทบุรี ปทุมธานี และสมุทรปราการ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3876,บาท,สำนักงานสถิติแห่งชาติ
1093,2562,ภาคกลาง,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,20645,บาท,สำนักงานสถิติแห่งชาติ
1094,2562,ภาคกลาง,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,17825,บาท,สำนักงานสถิติแห่งชาติ
1095,2562,ภาคกลาง,รวม,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6659,บาท,สำนักงานสถิติแห่งชาติ
1096,2562,ภาคกลาง,รวม,เครื่องดื่มที่มีแอลกอฮอล์,187,บาท,สำนักงานสถิติแห่งชาติ
1097,2562,ภาคกลาง,รวม,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,107,บาท,สำนักงานสถิติแห่งชาติ
1098,2562,ภาคกลาง,รวม,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,4297,บาท,สำนักงานสถิติแห่งชาติ
1099,2562,ภาคกลาง,รวม,เครื่องนุ่งห่มและรองเท้า,453,บาท,สำนักงานสถิติแห่งชาติ
1100,2562,ภาคกลาง,รวม,ค่าใช้จ่ายส่วนบุคคล,717,บาท,สำนักงานสถิติแห่งชาติ
1101,2562,ภาคกลาง,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,232,บาท,สำนักงานสถิติแห่งชาติ
1102,2562,ภาคกลาง,รวม,การเดินทางและการสื่อสาร,4552,บาท,สำนักงานสถิติแห่งชาติ
1103,2562,ภาคกลาง,รวม,การศึกษา,218,บาท,สำนักงานสถิติแห่งชาติ
1104,2562,ภาคกลาง,รวม,การบันเทิง การอ่านและกิจกรรมทางศาสนา,295,บาท,สำนักงานสถิติแห่งชาติ
1105,2562,ภาคกลาง,รวม,การจัดงานพิธีในโอกาสพิเศษ,108,บาท,สำนักงานสถิติแห่งชาติ
1106,2562,ภาคกลาง,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2819,บาท,สำนักงานสถิติแห่งชาติ
1107,2562,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,21747,บาท,สำนักงานสถิติแห่งชาติ
1108,2562,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,18566,บาท,สำนักงานสถิติแห่งชาติ
1109,2562,ภาคกลาง,ในเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6808,บาท,สำนักงานสถิติแห่งชาติ
1110,2562,ภาคกลาง,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,194,บาท,สำนักงานสถิติแห่งชาติ
1111,2562,ภาคกลาง,ในเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,107,บาท,สำนักงานสถิติแห่งชาติ
1112,2562,ภาคกลาง,ในเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,4808,บาท,สำนักงานสถิติแห่งชาติ
1113,2562,ภาคกลาง,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,483,บาท,สำนักงานสถิติแห่งชาติ
1114,2562,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,757,บาท,สำนักงานสถิติแห่งชาติ
1115,2562,ภาคกลาง,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,203,บาท,สำนักงานสถิติแห่งชาติ
1116,2562,ภาคกลาง,ในเขตเทศบาล,การเดินทางและการสื่อสาร,4564,บาท,สำนักงานสถิติแห่งชาติ
1117,2562,ภาคกลาง,ในเขตเทศบาล,การศึกษา,258,บาท,สำนักงานสถิติแห่งชาติ
1118,2562,ภาคกลาง,ในเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,307,บาท,สำนักงานสถิติแห่งชาติ
1119,2562,ภาคกลาง,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,78,บาท,สำนักงานสถิติแห่งชาติ
1120,2562,ภาคกลาง,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,3181,บาท,สำนักงานสถิติแห่งชาติ
1121,2562,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,19788,บาท,สำนักงานสถิติแห่งชาติ
1122,2562,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,17250,บาท,สำนักงานสถิติแห่งชาติ
1123,2562,ภาคกลาง,นอกเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6544,บาท,สำนักงานสถิติแห่งชาติ
1124,2562,ภาคกลาง,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,182,บาท,สำนักงานสถิติแห่งชาติ
1125,2562,ภาคกลาง,นอกเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,107,บาท,สำนักงานสถิติแห่งชาติ
1126,2562,ภาคกลาง,นอกเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,3901,บาท,สำนักงานสถิติแห่งชาติ
1127,2562,ภาคกลาง,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,430,บาท,สำนักงานสถิติแห่งชาติ
1128,2562,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,685,บาท,สำนักงานสถิติแห่งชาติ
1129,2562,ภาคกลาง,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,254,บาท,สำนักงานสถิติแห่งชาติ
1130,2562,ภาคกลาง,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,4543,บาท,สำนักงานสถิติแห่งชาติ
1131,2562,ภาคกลาง,นอกเขตเทศบาล,การศึกษา,186,บาท,สำนักงานสถิติแห่งชาติ
1132,2562,ภาคกลาง,นอกเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,286,บาท,สำนักงานสถิติแห่งชาติ
1133,2562,ภาคกลาง,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,131,บาท,สำนักงานสถิติแห่งชาติ
1134,2562,ภาคกลาง,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2538,บาท,สำนักงานสถิติแห่งชาติ
1135,2562,ภาคเหนือ,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,15644,บาท,สำนักงานสถิติแห่งชาติ
1136,2562,ภาคเหนือ,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,13678,บาท,สำนักงานสถิติแห่งชาติ
1137,2562,ภาคเหนือ,รวม,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),5630,บาท,สำนักงานสถิติแห่งชาติ
1138,2562,ภาคเหนือ,รวม,เครื่องดื่มที่มีแอลกอฮอล์,98,บาท,สำนักงานสถิติแห่งชาติ
1139,2562,ภาคเหนือ,รวม,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,50,บาท,สำนักงานสถิติแห่งชาติ
1140,2562,ภาคเหนือ,รวม,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,3226,บาท,สำนักงานสถิติแห่งชาติ
1141,2562,ภาคเหนือ,รวม,เครื่องนุ่งห่มและรองเท้า,309,บาท,สำนักงานสถิติแห่งชาติ
1142,2562,ภาคเหนือ,รวม,ค่าใช้จ่ายส่วนบุคคล,560,บาท,สำนักงานสถิติแห่งชาติ
1143,2562,ภาคเหนือ,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,200,บาท,สำนักงานสถิติแห่งชาติ
1144,2562,ภาคเหนือ,รวม,การเดินทางและการสื่อสาร,2973,บาท,สำนักงานสถิติแห่งชาติ
1145,2562,ภาคเหนือ,รวม,การศึกษา,223,บาท,สำนักงานสถิติแห่งชาติ
1146,2562,ภาคเหนือ,รวม,การบันเทิง การอ่านและกิจกรรมทางศาสนา,252,บาท,สำนักงานสถิติแห่งชาติ
1147,2562,ภาคเหนือ,รวม,การจัดงานพิธีในโอกาสพิเศษ,156,บาท,สำนักงานสถิติแห่งชาติ
1148,2562,ภาคเหนือ,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1966,บาท,สำนักงานสถิติแห่งชาติ
1149,2562,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,17790,บาท,สำนักงานสถิติแห่งชาติ
1150,2562,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,15401,บาท,สำนักงานสถิติแห่งชาติ
1151,2562,ภาคเหนือ,ในเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6072,บาท,สำนักงานสถิติแห่งชาติ
1152,2562,ภาคเหนือ,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,103,บาท,สำนักงานสถิติแห่งชาติ
1153,2562,ภาคเหนือ,ในเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,46,บาท,สำนักงานสถิติแห่งชาติ
1154,2562,ภาคเหนือ,ในเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,3776,บาท,สำนักงานสถิติแห่งชาติ
1155,2562,ภาคเหนือ,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,393,บาท,สำนักงานสถิติแห่งชาติ
1156,2562,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,659,บาท,สำนักงานสถิติแห่งชาติ
1157,2562,ภาคเหนือ,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,260,บาท,สำนักงานสถิติแห่งชาติ
1158,2562,ภาคเหนือ,ในเขตเทศบาล,การเดินทางและการสื่อสาร,3339,บาท,สำนักงานสถิติแห่งชาติ
1159,2562,ภาคเหนือ,ในเขตเทศบาล,การศึกษา,337,บาท,สำนักงานสถิติแห่งชาติ
1160,2562,ภาคเหนือ,ในเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,302,บาท,สำนักงานสถิติแห่งชาติ
1161,2562,ภาคเหนือ,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,115,บาท,สำนักงานสถิติแห่งชาติ
1162,2562,ภาคเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2389,บาท,สำนักงานสถิติแห่งชาติ
1163,2562,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,14404,บาท,สำนักงานสถิติแห่งชาติ
1164,2562,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,12683,บาท,สำนักงานสถิติแห่งชาติ
1165,2562,ภาคเหนือ,นอกเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),5374,บาท,สำนักงานสถิติแห่งชาติ
1166,2562,ภาคเหนือ,นอกเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,96,บาท,สำนักงานสถิติแห่งชาติ
1167,2562,ภาคเหนือ,นอกเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,52,บาท,สำนักงานสถิติแห่งชาติ
1168,2562,ภาคเหนือ,นอกเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,2908,บาท,สำนักงานสถิติแห่งชาติ
1169,2562,ภาคเหนือ,นอกเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,261,บาท,สำนักงานสถิติแห่งชาติ
1170,2562,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,503,บาท,สำนักงานสถิติแห่งชาติ
1171,2562,ภาคเหนือ,นอกเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,165,บาท,สำนักงานสถิติแห่งชาติ
1172,2562,ภาคเหนือ,นอกเขตเทศบาล,การเดินทางและการสื่อสาร,2762,บาท,สำนักงานสถิติแห่งชาติ
1173,2562,ภาคเหนือ,นอกเขตเทศบาล,การศึกษา,157,บาท,สำนักงานสถิติแห่งชาติ
1174,2562,ภาคเหนือ,นอกเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,224,บาท,สำนักงานสถิติแห่งชาติ
1175,2562,ภาคเหนือ,นอกเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,180,บาท,สำนักงานสถิติแห่งชาติ
1176,2562,ภาคเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1722,บาท,สำนักงานสถิติแห่งชาติ
1177,2562,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,16553,บาท,สำนักงานสถิติแห่งชาติ
1178,2562,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,14660,บาท,สำนักงานสถิติแห่งชาติ
1179,2562,ภาคตะวันออกเฉียงเหนือ,รวม,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6269,บาท,สำนักงานสถิติแห่งชาติ
1180,2562,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องดื่มที่มีแอลกอฮอล์,113,บาท,สำนักงานสถิติแห่งชาติ
1181,2562,ภาคตะวันออกเฉียงเหนือ,รวม,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,71,บาท,สำนักงานสถิติแห่งชาติ
1182,2562,ภาคตะวันออกเฉียงเหนือ,รวม,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,3247,บาท,สำนักงานสถิติแห่งชาติ
1183,2562,ภาคตะวันออกเฉียงเหนือ,รวม,เครื่องนุ่งห่มและรองเท้า,326,บาท,สำนักงานสถิติแห่งชาติ
1184,2562,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายส่วนบุคคล,577,บาท,สำนักงานสถิติแห่งชาติ
1185,2562,ภาคตะวันออกเฉียงเหนือ,รวม,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,205,บาท,สำนักงานสถิติแห่งชาติ
1186,2562,ภาคตะวันออกเฉียงเหนือ,รวม,การเดินทางและการสื่อสาร,3216,บาท,สำนักงานสถิติแห่งชาติ
1187,2562,ภาคตะวันออกเฉียงเหนือ,รวม,การศึกษา,153,บาท,สำนักงานสถิติแห่งชาติ
1188,2562,ภาคตะวันออกเฉียงเหนือ,รวม,การบันเทิง การอ่านและกิจกรรมทางศาสนา,286,บาท,สำนักงานสถิติแห่งชาติ
1189,2562,ภาคตะวันออกเฉียงเหนือ,รวม,การจัดงานพิธีในโอกาสพิเศษ,196,บาท,สำนักงานสถิติแห่งชาติ
1190,2562,ภาคตะวันออกเฉียงเหนือ,รวม,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,1893,บาท,สำนักงานสถิติแห่งชาติ
1191,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,19098,บาท,สำนักงานสถิติแห่งชาติ
1192,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,16659,บาท,สำนักงานสถิติแห่งชาติ
1193,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6594,บาท,สำนักงานสถิติแห่งชาติ
1194,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,เครื่องดื่มที่มีแอลกอฮอล์,141,บาท,สำนักงานสถิติแห่งชาติ
1195,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ ,67,บาท,สำนักงานสถิติแห่งชาติ
1196,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ที่อยู่อาศัย เครื่องแต่งบ้าน และเครื่องใช้ต่าง ๆ,3899,บาท,สำนักงานสถิติแห่งชาติ
1197,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,เครื่องนุ่งห่มและรองเท้า,404,บาท,สำนักงานสถิติแห่งชาติ
1198,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายส่วนบุคคล,716,บาท,สำนักงานสถิติแห่งชาติ
1199,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,เวชภัณฑ์และค่าตรวจรักษาพยาบาล,211,บาท,สำนักงานสถิติแห่งชาติ
1200,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การเดินทางและการสื่อสาร,3946,บาท,สำนักงานสถิติแห่งชาติ
1201,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การศึกษา,195,บาท,สำนักงานสถิติแห่งชาติ
1202,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การบันเทิง การอ่านและกิจกรรมทางศาสนา,320,บาท,สำนักงานสถิติแห่งชาติ
1203,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,การจัดงานพิธีในโอกาสพิเศษ,167,บาท,สำนักงานสถิติแห่งชาติ
1204,2562,ภาคตะวันออกเฉียงเหนือ,ในเขตเทศบาล,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค,2439,บาท,สำนักงานสถิติแห่งชาติ
1205,2562,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายทั้งสิ้นต่อเดือน,15413,บาท,สำนักงานสถิติแห่งชาติ
1206,2562,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ค่าใช้จ่ายเพื่อการอุปโภคบริโภค,13765,บาท,สำนักงานสถิติแห่งชาติ
1207,2562,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อาหาร และเครื่องดื่ม (ไม่มีแอลกอฮอล์),6123,บาท,สำนักงานสถิติแห่งชาติ
